,name,rating,reviews,ctype,loc
7525,NPCC Engineering,3.7,(150),Oil & Gas,Mumbai +12 other locations
7526,Nelco,3.9,(150),Telecom,Mumbai +22 other locations
7527,Kabra Extrusion Technik,3.6,(150),Industrial Machinery,Pune +12 other locations
7528,Puma Energy,3.0,(150),Power,Mumbai +8 other locations
7529,Fasal,3.3,(150),Agriculture,Bengaluru +24 other locations
7530,Sri Balaji Action Medical Institute,3.8,(150),Healthcare,New Delhi +3 other locations
7531,Jai Beverages,3.5,(150),Beverage,Jammu +15 other locations
7532,More Mega Store,4.2,(150),Retail,Bengaluru +33 other locations
7533,Ecozen Solutions,4.2,(149),Internet,Pune +18 other locations
7534,Puropale Creations & IT Solutions,4.7,(149),IT Services & Consulting,Hyderabad +1 other locations
7535,Karam Industries,3.9,(149),Engineering & Construction,Lucknow +20 other locations
7536,Montage Enterprises,3.0,(149),Packaging,Gwalior +13 other locations
7537,Chiripal Industries,3.5,(149),Fashion & Textile,Ahmedabad +7 other locations
7538,Apollo Medskills,3.8,(149),Healthcare,Hyderabad +25 other locations
7539,Edac Engineering,3.9,(149),Engineering & Construction,Chennai +19 other locations
7540,e-Centric Solutions,3.3,(149),IT Services & Consulting,Hyderabad +29 other locations
7541,Edac Engineering,3.9,(149),Engineering & Construction,Chennai +19 other locations
7542,Montage Enterprises,3.0,(149),Packaging,Gwalior +13 other locations
7543,Chiripal Industries,3.5,(149),Fashion & Textile,Ahmedabad +7 other locations
7544,Apollo Medskills,3.8,(149),Healthcare,Hyderabad +25 other locations
7545,Market Research Future Reports,3.3,(149),Analytics & KPO,Pune +2 other locations
7546,Kotak Mahindra Asset Management Company,4.0,(149),Financial Services,Mumbai +54 other locations
7547,Evertogen Life Sciences,3.1,(149),Pharma,Hyderabad +5 other locations
7548,Element14,3.8,(149),Semiconductors,Bengaluru +6 other locations
7549,PharmaZell,4.2,(149),Pharma,Visakhapatnam +5 other locations
7550,Revlon,3.8,(149),Beauty & Personal Care,New Delhi +30 other locations
7551,KollegeApply,3.9,(149),EdTech,Gurugram +3 other locations
7552,Locobuzz,2.9,(149),Software Product,Mumbai +7 other locations
7553,Silver Consumer Electricals,3.2,(150),Industrial Machinery,Rajkot +33 other locations
7554,Agriculture Insurance Company of India,4.1,(149),Insurance,New Delhi +53 other locations
7555,Spc Life Sciences,3.4,(149),Chemicals,Ankleshwar +5 other locations
7556,MAHLE Engine Components,3.9,(149),Automobile,Chennai +18 other locations
7557,VLink,3.8,(149),IT Services & Consulting,Gurugram +5 other locations
7558,Europ Assistance India,3.6,(149),Insurance,Mumbai +10 other locations
7559,Patil Automation,3.3,(149),Industrial Automation,Pune +11 other locations
7560,Manorama Industries Limited,4.5,(149),FMCG,Raipur +5 other locations
7561,Cairn Oil,4.1,(149),Barmer +16 other locations,N/A
7562,Kama Jewelry,4.4,(149),Jewellery,Mumbai +4 other locations
7563,Annapurna Group,3.8,(149),FMCG,Guwahati +19 other locations
7564,ENTRI SOFTWARE,3.9,(149),EdTech,Kochi +11 other locations
7565,Ravindra Bharathi Schools,3.5,(149),Education & Training,Hyderabad +27 other locations
7566,Hind Terminals,4.0,(149),Logistics,Mumbai +21 other locations
7567,illumifin,3.3,(150),Insurance,Hyderabad +6 other locations
7568,Dairy Classic Ice Creams,4.2,(149),Food Processing,Bengaluru +30 other locations
7569,SequelOne,3.3,(149),IT Services & Consulting,Gurugram +22 other locations
7570,Altruistic Technology Labs,3.5,(149),IT Services & Consulting,Bengaluru +15 other locations
7571,Aditya Birla Lifestyle Brands,4.0,(149),Bengaluru +37 other locations,N/A
7572,Zacks Research,2.8,(149),Financial Services,Kolkata +1 other locations
7573,KLT Automotive & Tubular Products,3.5,(150),Auto Components,Mumbai +15 other locations
7574,STPL,3.6,(149),IT Services & Consulting,Lucknow +29 other locations
7575,Naiknavare Developers,3.8,(149),Real Estate,Pune +4 other locations
7576,Creative Garments,3.9,(149),Fashion & Textile,Mumbai +13 other locations
7577,Being human,4.2,(149),Fashion & Textile,Mumbai +42 other locations
7578,CriticalRiver,3.0,(149),IT Services & Consulting,Hyderabad +5 other locations
7579,Talent Corner HR Services,3.7,(149),Recruitment,Mumbai +28 other locations
7580,K2k Infrastructure,4.1,(149),Engineering & Construction,Bengaluru +8 other locations
7581,WAE,3.4,(149),Waste Management,Noida +11 other locations
7582,Infinite HR Solutions,3.2,(149),Bengaluru +15 other locations,N/A
7583,Shubham EPC,4.1,(149),Engineering & Construction,Pune +6 other locations
7584,Rhysley Private Limited,3.1,(149),Fashion & Textile,Faridabad +6 other locations
7585,Etraveli Group,2.7,(149),Internet,Pune +7 other locations
7586,PICL,3.7,(149),Semiconductors,Faridabad +12 other locations
7587,Xcelore,4.8,(149),IT Services & Consulting,Noida +3 other locations
7588,EMotorad,4.4,(150),Automobile,Pune +4 other locations
7589,Barco Electronic Systems,4.1,(149),Consumer Electronics & Appliances,Noida +5 other locations
7590,Apcotex Industries,3.6,(149),Chemicals,Navi Mumbai +11 other locations
7591,Portescap,3.7,(148),Electronics Manufacturing,Mumbai +5 other locations
7592,Cognus Technology,2.1,(148),IT Services & Consulting,Jaipur +6 other locations
7593,Western Coalfields,4.4,(148),Metals & Mining,Nagpur +19 other locations
7594,Meena Bazaar,3.5,(148),Fashion & Textile,New Delhi +22 other locations
7595,Borosil Renewables,3.8,(148),Power,Bharuch +12 other locations
7596,Raj Industries,3.6,(148),Packaging,Ludhiana +37 other locations
7597,Hanu Software Solutions,3.3,(148),IT Services & Consulting,Noida +5 other locations
7598,Onicra Credit Rating Agency,3.2,(148),FinTech,Noida +32 other locations
7599,Vedic International School,4.5,(148),Education & Training,Sambalpur +4 other locations
7600,Shakti Precision Components,3.6,(148),Other,Bengaluru +7 other locations
7601,Cogencis Information Services,3.2,(148),IT Services & Consulting,Mumbai +7 other locations
7602,Hilton Garden Inn,4.0,(148),Hospitality,New Delhi +16 other locations
7603,Kantar Operations,4.0,(148),Analytics & KPO,Hyderabad +17 other locations
7604,Crescendo Global,4.3,(148),Recruitment,Ludhiana +5 other locations
7605,OPK e Services,2.8,(149),BPO,Gurugram +5 other locations
7606,Klassic Wheels,2.7,(148),Auto Components,Ahilyanagar +10 other locations
7607,Prestige Estates Projects,4.5,(148),Real Estate,Bengaluru +9 other locations
7608,Vipul Motors,3.5,(148),Automobile,Faridabad +8 other locations
7609,IIT Kharagpur,4.2,(148),Education & Training,Kharagpur +11 other locations
7610,Gail Gas,3.5,(148),Oil & Gas,Bengaluru +35 other locations
7611,SPD Constructions,3.8,(148),Bhubaneswar +14 other locations,N/A
7612,Mindcrest,2.5,(148),Legal,Pune +3 other locations
7613,ATC (Assam),4.1,(148),Logistics,Hosur +44 other locations
7614,Syniverse Technologies,3.7,(148),IT Services & Consulting,Bengaluru +4 other locations
7615,Sourcefuse Technologies,3.0,(148),IT Services & Consulting,Noida +8 other locations
7616,Kamdhenu Paints,2.9,(148),Building Material,Gurugram +47 other locations
7617,Pixon Energy,4.1,(148),Electrical Equipment,Rajkot +10 other locations
7618,Sakshi,3.6,(148),Printing & Publishing,Hyderabad +27 other locations
7619,Delux Bearings,4.2,(148),Auto Components,Surendranagar +18 other locations
7620,Tcil,3.7,(148),Telecom,New Delhi +40 other locations
7621,Techouts,4.0,(148),IT Services & Consulting,Hyderabad +5 other locations
7622,Jupiter Wagons,3.6,(148),Railways,Kolkata +10 other locations
7623,Verka milk dairy,4.1,(148),Agriculture,Chandigarh +17 other locations
7624,Publicis Global Delivery,4.0,(148),Media & Entertainment,Gurugram +10 other locations
7625,Goodrich Logistics Pvt. Ltd.,3.4,(148),Ports & Shipping,Mumbai +20 other locations
7626,Unify Facility Management,4.3,(148),Facility Management Services,Mumbai +15 other locations
7627,Meghmani Group,3.4,(148),Bharuch +14 other locations,N/A
7628,Indian Institute of Management,3.7,(148),Education & Training,Ahmedabad +21 other locations
7629,Synamedia,3.4,(148),Software Product,Bengaluru +7 other locations
7630,Thar Worx,3.9,(148),BPO,Bengaluru +7 other locations
7631,Nirmal Industrial Controls,3.7,(148),Industrial Automation,Mumbai +20 other locations
7632,FinAdvantage,4.0,(148),Accounting & Auditing,Bengaluru +3 other locations
7633,Shree Hari Infraprojects,3.3,(148),Engineering & Construction,Jaipur +20 other locations
7634,Houzeo,3.8,(148),Mumbai +2 other locations,N/A
7635,Galderma,3.5,(148),Healthcare,Mumbai +35 other locations
7636,Sidel,3.7,(148),Industrial Machinery,Pune +7 other locations
7637,TripFactory,2.1,(149),Internet,Bengaluru +14 other locations
7638,Sidwal Refrigeration Industries,4.2,(148),Electrical Equipment,Faridabad +19 other locations
7639,Futures First info Services,3.4,(148),Financial Services,Gurugram +9 other locations
7640,Paras Spices,3.6,(148),Food Processing,Moga +12 other locations
7641,Vee Gee Auto Components,4.0,(148),Auto Components,Ahmedabad +7 other locations
7642,Voylla,3.2,(148),Jewellery,Jaipur +35 other locations
7643,Complere Infosystem,4.2,(148),Software Product,Ambala +5 other locations
7644,Bennett University,3.8,(148),Education & Training,Greater Noida +7 other locations
7645,Rivulis Irrigation,4.4,(148),Agriculture,Vadodara +39 other locations
7646,Major Brands,3.9,(147),Retail,Mumbai +16 other locations
7647,Faber Sindoori Management Services,3.6,(147),Facility Management Services,Hyderabad +21 other locations
7648,Solitaire World,4.2,(147),Real Estate,Pune +3 other locations
7649,Srei Sahaj e-Village,4.5,(147),Retail,Kolkata +33 other locations
7650,Dealmoney Securities,2.9,(147),Financial Services,Mumbai +16 other locations
7651,Multani Pharmaceuticals,4.1,(147),Pharma,New Delhi +19 other locations
7652,Mehta Cad Cam Systems,3.9,(147),Industrial Machinery,Ahmedabad +19 other locations
7653,Peerless Biotech,4.4,(147),Medical Equipment,Chennai +24 other locations
7654,"MAT Holdings, Inc",3.8,(147),Sonipat +6 other locations,N/A
7655,Ameyo,3.7,(147),Software Product,Gurugram +7 other locations
7656,Techved Consulting,3.5,(147),IT Services & Consulting,Mumbai +7 other locations
7657,Fedora Solutions,3.3,(147),IT Services & Consulting,Ahmedabad +2 other locations
7658,W3Softech India,4.1,(147),IT Services & Consulting,Hyderabad +2 other locations
7659,All Out,3.7,(147),FMCG,Gurugram +43 other locations
7660,Gujarat State Petronet,3.9,(147),Oil & Gas,Ahmedabad +29 other locations
7661,GTT Communications,3.3,(147),Hardware & Networking,Pune +6 other locations
7662,Mehta Cad Cam Systems,3.9,(147),Industrial Machinery,Ahmedabad +19 other locations
7663,Drytech Processes (I),3.8,(147),Food Processing,Pandhurna +8 other locations
7664,Krishak Bharati Cooperative,4.4,(147),Agro Chemicals,Surat +23 other locations
7665,Privat Hospital,4.1,(147),Healthcare,Chennai +64 other locations
7666,Multani Pharmaceuticals,4.1,(147),Pharma,New Delhi +19 other locations
7667,Rotork Controls,3.3,(147),Industrial Machinery,Chennai +14 other locations
7668,CommVault,3.7,(147),Software Product,Bengaluru +7 other locations
7669,UNI Klinger,3.9,(147),Industrial Machinery,Pune +10 other locations
7670,SEDER GROUP,4.1,(147),Engineering & Construction,Bengaluru +15 other locations
7671,Asclepius Wellness,3.8,(147),Fitness & Wellness,Jaipur +22 other locations
7672,Classic Marble Company,3.5,(147),Building Material,Mumbai +18 other locations
7673,Share India Securities,3.7,(147),Consumer Electronics & Appliances,New Delhi +13 other locations
7674,Tim Hortons,3.1,(147),New Delhi +21 other locations,N/A
7675,BizGurukul,4.2,(147),EdTech,New Delhi +12 other locations
7676,Healthworld Hospitals,4.0,(147),Healthcare,Durgapur +6 other locations
7677,Etihad Airways,4.4,(147),Aviation,Abu Dhabi +13 other locations
7678,Alliance University,3.7,(147),Education & Training,Bengaluru +5 other locations
7679,BANGMETRIC,4.0,(147),IT Services & Consulting,Noida +7 other locations
7680,Healthworld Hospitals,4.0,(147),Healthcare,Durgapur +6 other locations
7681,Asclepius Wellness,3.8,(147),Fitness & Wellness,Jaipur +22 other locations
7682,Drytech Processes (I),3.7,(148),Food Processing,Pandhurna +8 other locations
7683,Etihad Airways,4.4,(147),Aviation,Abu Dhabi +13 other locations
7684,Alliance University,3.7,(147),Education & Training,Bengaluru +5 other locations
7685,RKC Infrabiult Private Limited,3.8,(147),Engineering & Construction,Ahmedabad +16 other locations
7686,Priyagold Biscuits,2.7,(148),Food Processing,Noida +39 other locations
7687,Lotus Wireless Technologies,2.9,(147),IT Services & Consulting,Visakhapatnam +15 other locations
7688,Ravi Infrabuild Projects,3.7,(147),Engineering & Construction,Udaipur +27 other locations
7689,Alteus Biogenics,2.6,(147),Pharma,Kolkata +29 other locations
7690,First Step Babywear,4.1,(147),Fashion & Textile,Hosur +7 other locations
7691,Calix,3.9,(147),Telecom,Bengaluru +3 other locations
7692,SKS Ispat & Power,3.2,(146),Industrial Machinery,Raipur +7 other locations
7693,Mtg Learning Media,3.7,(146),Printing & Publishing,Gurugram +13 other locations
7694,JQR SPORTS,4.0,(146),New Delhi +13 other locations,N/A
7695,Teletext Holidays,3.3,(146),Travel & Tourism,Hyderabad +4 other locations
7696,Ojas Innovative Technologies,3.6,(146),IT Services & Consulting,Hyderabad +3 other locations
7697,GKB RX Lens,4.0,(146),Medical Equipment,Gurugram +20 other locations
7698,Amazon Pay,3.7,(146),Bengaluru +30 other locations,N/A
7699,Reserve Bank of India,4.7,(146),Government,Mumbai +25 other locations
7700,Bombay Hospital,3.5,(146),Healthcare,Mumbai +5 other locations
7701,DOGUS SOMA JV,4.1,(146),Engineering & Construction,Mumbai +3 other locations
7702,Apraava Energy,4.3,(146),Power,Mumbai +24 other locations
7703,Accel Limited,3.5,(146),IT Services & Consulting,Chennai +31 other locations
7704,Qualtech Consultants,3.6,(146),IT Services & Consulting,Noida +5 other locations
7705,ETV Network,4.1,(146),Broadcasting,Hyderabad +12 other locations
7706,Frontier Business Systems,3.2,(146),IT Services & Consulting,Bengaluru +16 other locations
7707,Cronus Pharma Specialities India,3.5,(146),Pharma,Hyderabad +5 other locations
7708,Shiksha Financial Services India,4.4,(147),NBFC,Chennai +30 other locations
7709,Ojas Innovative Technologies,3.6,(146),IT Services & Consulting,Hyderabad +3 other locations
7710,CEC International,3.9,(146),Engineering & Construction,New Delhi +15 other locations
7711,JQR SPORTS,4.0,(146),New Delhi +13 other locations,N/A
7712,LimeRoad,2.6,(146),Internet,Gurugram +8 other locations
7713,ESSPL,4.0,(146),IT Services & Consulting,Bhubaneswar +7 other locations
7714,GKN Sinter Metals,3.9,(146),Auto Components,Pune +9 other locations
7715,Allyis India,3.1,(146),IT Services & Consulting,Hyderabad +4 other locations
7716,Teletext Holidays,3.3,(146),Travel & Tourism,Hyderabad +4 other locations
7717,GoBoult,3.5,(146),Consumer Electronics & Appliances,Gurugram +4 other locations
7718,Ansys Software Private Limited,4.1,(146),IT Services & Consulting,Pune +6 other locations
7719,Geo Designs And Research,3.5,(146),Engineering & Construction,Vadodara +35 other locations
7720,PubMatic,3.5,(146),IT Services & Consulting,Pune +3 other locations
7721,Qualtech Consultants,3.6,(146),IT Services & Consulting,Noida +5 other locations
7722,Frontier Business Systems,3.2,(146),IT Services & Consulting,Bengaluru +16 other locations
7723,Shiksha Financial Services India,4.4,(147),NBFC,Chennai +30 other locations
7724,Cronus Pharma Specialities India,3.5,(146),Pharma,Hyderabad +5 other locations
7725,ETV Network,4.1,(146),Broadcasting,Hyderabad +12 other locations
7726,Cubic Transportation Systems,3.1,(146),Software Product,Hyderabad +3 other locations
7727,Light & Wonder,3.8,(146),Software Product,Bengaluru +8 other locations
7728,ESSPL,4.0,(146),IT Services & Consulting,Bhubaneswar +7 other locations
7729,PGIMER,4.4,(146),Education & Training,Chandigarh +9 other locations
7730,GKN Sinter Metals,3.9,(146),Auto Components,Pune +9 other locations
7731,Victoria's Secret,3.9,(146),IT Services & Consulting,Bengaluru +9 other locations
7732,Allyis India,3.1,(146),IT Services & Consulting,Hyderabad +4 other locations
7733,Alniche Life Sciences,3.5,(146),Pharma,New Delhi +26 other locations
7734,Kerry Ingredients,3.3,(146),Food Processing,Bengaluru +17 other locations
7735,SHRI LAKSHMI STEEL SUPPLIERS,4.1,(146),Iron & Steel,Bengaluru +22 other locations
7736,Thyssenkrupp Industries and Services,4.0,(146),Pune +32 other locations,N/A
7737,Ewac Alloys,4.1,(146),Industrial Machinery,Ankleshwar +34 other locations
7738,L&T Power Transmission & Distribution,4.3,(146),Power,Chennai +30 other locations
7739,Enfusion,3.2,(146),FinTech,Mumbai +6 other locations
7740,Karnataka Co-operative Milk Producers Federation,4.1,(146),Food Processing,Bengaluru +30 other locations
7741,Reliance Foundation India,3.9,(145),Education & Training,Mumbai +39 other locations
