,name,rating,reviews,ctype,loc
7165,Khivraj Motors,3.9,(157),Automobile,Chennai +7 other locations
7166,Amgen,2.8,(157),Biotechnology,Hyderabad +7 other locations
7167,Sikka Group,3.4,(157),Real Estate,New Delhi +11 other locations
7168,Milltec Machinery Pvt Ltd Bangalore,4.1,(157),Industrial Machinery,Bengaluru +23 other locations
7169,Satec Envir Engineering (I),4.1,(157),Engineering & Construction,Mumbai +7 other locations
7170,Auto Mechanics,2.7,(157),Kolkata +8 other locations,N/A
7171,PMJ Gems & Jewellers,3.5,(158),Jewellery,Hyderabad +19 other locations
7172,TV9 Network,3.7,(157),Media & Entertainment,Noida +12 other locations
7173,Niveus Solutions (Part of NTT Data),3.7,(157),IT Services & Consulting,Mangaluru +5 other locations
7174,RxLogix Corporation,2.2,(157),Software Product,Noida +5 other locations
7175,Teliolabs,3.9,(157),Emerging Technologies,Hyderabad +4 other locations
7176,First Solar,4.0,(157),Internet,Chennai +9 other locations
7177,Him Teknoforge,3.5,(157),Auto Components,Baddi +13 other locations
7178,Ceigall,3.1,(157),Engineering & Construction,Ludhiana +20 other locations
7179,Avantha Technologies,3.5,(157),IT Services & Consulting,Gurugram +10 other locations
7180,Delhi Integrated Multi Modal Transit System,3.6,(157),Government,New Delhi +12 other locations
7181,Ceigall,3.1,(157),Engineering & Construction,Ludhiana +20 other locations
7182,Amgen,2.8,(157),Biotechnology,Hyderabad +7 other locations
7183,Teliolabs,3.9,(157),Emerging Technologies,Hyderabad +4 other locations
7184,Sikka Group,3.4,(157),Real Estate,New Delhi +11 other locations
7185,First Solar,4.0,(157),Internet,Chennai +9 other locations
7186,The Knowledge Academy,2.7,(157),Education & Training,Bengaluru +7 other locations
7187,Signzy Technologies,2.9,(157),Software Product,Bengaluru +8 other locations
7188,Sony Pictures Networks,3.5,(157),Mumbai +20 other locations,N/A
7189,IREP Credit Capital,4.1,(158),Financial Services,Hyderabad +59 other locations
7190,Cadeploy Engineering,3.2,(157),Engineering & Construction,Hyderabad +6 other locations
7191,CLIRNet,3.6,(157),Internet,Kolkata +1 other locations
7192,Hirschvogel Components,4.0,(157),Auto Components,Pune +4 other locations
7193,Rolls-Royce,3.8,(156),Defence & Aerospace,Bengaluru +11 other locations
7194,Unicorn DenMart,4.0,(156),Medical Equipment,New Delhi +22 other locations
7195,GAIN Credit,3.9,(156),FinTech,Chennai +6 other locations
7196,Shimizu,4.1,(156),Engineering & Construction,Bengaluru +15 other locations
7197,SKS Fasteners,3.3,(156),Auto Components,Pune +5 other locations
7198,CBSE,4.3,(156),Education & Training,New Delhi +75 other locations
7199,Metal Power Analytical,3.3,(156),Electronics Manufacturing,Mumbai +19 other locations
7200,Bhartiya International,3.5,(156),Fashion & Textile,Bengaluru +12 other locations
7201,MGM Medical College & Hospital,3.8,(156),Healthcare,Chhatrapati Sambhajinagar +16 other locations
7202,Narayan Seva Sansthan,4.2,(156),Non-Profit,Udaipur +10 other locations
7203,Hyatt Place,4.0,(156),Hospitality,Pune +25 other locations
7204,JCBL,3.5,(156),Auto Components,Chandigarh +18 other locations
7205,YuppTV,3.5,(156),Broadcasting,Hyderabad +4 other locations
7206,Embassy Group,4.1,(156),Real Estate,Bengaluru +15 other locations
7207,Deepak Novochem Technologies,4.0,(156),Chemicals,Chiplun +4 other locations
7208,Tamilnadu Petroproducts,4.1,(156),Petrochemicals,Chennai +4 other locations
7209,Vasant Masala,4.1,(156),Retail,Ahmedabad +24 other locations
7210,IndianOil Skytanking,3.0,(156),Oil & Gas,New Delhi +14 other locations
7211,MedTourEasy,4.7,(156),Internet,New Delhi +9 other locations
7212,Inube Software Solutions,3.3,(156),Software Product,Bengaluru +6 other locations
7213,Sportz Interactive,3.0,(156),Internet,Mumbai +4 other locations
7214,Plintron Global Technology Solutions,3.1,(156),Telecom,Chennai +3 other locations
7215,SoftTech Engineers Limited,3.3,(156),Engineering & Construction,Pune +23 other locations
7216,Unirac,3.9,(156),Power,Hyderabad +3 other locations
7217,Pasco Automobiles,4.1,(156),Automobile,Gurugram +10 other locations
7218,Back Office,4.0,(156),BPO,Mumbai +47 other locations
7219,Jasper Industries,4.2,(156),Automobile,Hyderabad +13 other locations
7220,Sresta Natural Bioproducts,3.6,(156),FMCG,Hyderabad +37 other locations
7221,Flexsin Technologies,3.9,(158),IT Services & Consulting,Noida +5 other locations
7222,Embassy Group,4.1,(156),Real Estate,Bengaluru +15 other locations
7223,HMD Global,3.6,(156),Electronics Manufacturing,Gurugram +42 other locations
7224,Newton School: Pay after Placement,3.5,(157),Internet,Bengaluru +8 other locations
7225,thinkbridge,3.5,(156),IT Services & Consulting,Pune +6 other locations
7226,Modi Naturals,4.0,(156),Agro Chemicals,New Delhi +31 other locations
7227,Jasper Industries,4.2,(156),Automobile,Hyderabad +13 other locations
7228,Back Office,4.0,(156),BPO,Mumbai +47 other locations
7229,KLM Laboratories,3.6,(156),Pharma,Vadodara +33 other locations
7230,Axis Sales,4.4,(156),Financial Services,Mumbai +67 other locations
7231,Vasant Masala,4.1,(156),Retail,Ahmedabad +24 other locations
7232,Augustus Healthcare Solutions,3.7,(157),Healthcare,Pune +5 other locations
7233,Sarla Advantech,3.9,(156),Engineering & Construction,Pune +12 other locations
7234,Simple Logic IT,3.4,(156),IT Services & Consulting,Mumbai +3 other locations
7235,Motovolt Mobility,3.9,(155),Automobile,Kolkata +22 other locations
7236,Reynolds,4.3,(156),Other,Chennai +30 other locations
7237,FreshToHome,3.5,(156),Retail,Bengaluru +20 other locations
7238,Rubicon Skill Development,2.5,(155),Pune +13 other locations,N/A
7239,Vortex Engineering,4.0,(155),IT Services & Consulting,Chennai +25 other locations
7240,Meil Anpara Power,3.8,(155),Sonbhadra +11 other locations,N/A
7241,Qatargas,4.6,(156),Oil & Gas,Mumbai +15 other locations
7242,Air India Engineering Services,3.6,(155),Industrial Machinery,Mumbai +11 other locations
7243,Rubicon Skill Development,2.5,(155),Pune +13 other locations,N/A
7244,Partha Dental,3.7,(155),Healthcare,Hyderabad +16 other locations
7245,IonIdea,3.1,(155),Software Product,Bengaluru +10 other locations
7246,Exim Logistics,4.1,(155),Logistics,Bhubaneswar +21 other locations
7247,L&T Smart World & Communication,4.2,(155),IT Services & Consulting,Chennai +31 other locations
7248,Banas Dairy,4.0,(155),Food Processing,Palanpur +22 other locations
7249,VFS Capital,3.7,(157),NBFC,Kolkata +41 other locations
7250,Shubhalakshmi Polyesters,3.7,(155),Fashion & Textile,Bharuch +11 other locations
7251,Auditics Private Limited,3.8,(155),Accounting & Auditing,Chennai +10 other locations
7252,JConnect Infotech,3.5,(155),Recruitment,Noida +9 other locations
7253,Uno Minda Kyoraku,3.9,(155),Automobile,Bawal +11 other locations
7254,BIZONGO,3.2,(155),Emerging Technologies,Mumbai +11 other locations
7255,Quba Architectural Products,4.3,(155),Architecture & Interior Design,Mumbai +24 other locations
7256,Diversey,3.9,(155),Chemicals,Mumbai +31 other locations
7257,Intec Infra-Technologies,3.8,(155),Gurugram +5 other locations,N/A
7258,Nitika Pharmaceutical Specialities,3.5,(156),Pharma,Nagpur +3 other locations
7259,Electrolab,3.5,(155),Medical Equipment,Mumbai +13 other locations
7260,HTIC Global,3.6,(155),Management Consulting,Kochi +6 other locations
7261,Shubhalakshmi Polyesters,3.7,(155),Fashion & Textile,Bharuch +11 other locations
7262,Diversey,3.9,(155),Chemicals,Mumbai +31 other locations
7263,Indian Armed Forces,4.6,(155),Government,New Delhi +40 other locations
7264,Electrolab,3.5,(155),Medical Equipment,Mumbai +13 other locations
7265,Ki Mobility Solution,3.3,(155),Internet,Chennai +29 other locations
7266,Donaldson India Filter Systems,3.9,(155),Industrial Machinery,Gurugram +8 other locations
7267,Interglobe Air Transport,3.4,(155),Aviation,New Delhi +27 other locations
7268,Samvardhana Motherson Auto Component,3.8,(156),Electrical Equipment,Chennai +17 other locations
7269,Mahanadi Coalfields,4.5,(155),Metals & Mining,Sambalpur +22 other locations
7270,F5 Networks,3.2,(155),IT Services & Consulting,Hyderabad +4 other locations
7271,Intec Infra-Technologies,3.8,(155),Gurugram +5 other locations,N/A
7272,Nitika Pharmaceutical Specialities,3.5,(156),Pharma,Nagpur +3 other locations
7273,Indivillage Tech Solutions,3.6,(155),IT Services & Consulting,Yemmiganur +12 other locations
7274,Multi Commodity Exchange of India,3.3,(155),Financial Services,Mumbai +10 other locations
7275,Sabyasachi Couture,3.8,(155),Fashion & Textile,Kolkata +5 other locations
7276,KK Spun Pipes,3.2,(155),Industrial Machinery,New Delhi +18 other locations
7277,Orange City Water,3.7,(155),Waste Management,Nagpur +3 other locations
7278,Replicon,3.5,(155),Software Product,Bengaluru +4 other locations
7279,High Street Essentials,3.5,(155),Retail,Noida +18 other locations
7280,Sindhuja Microcredit,3.6,(155),NBFC,Noida +59 other locations
7281,High Street Essentials,3.5,(155),Retail,Noida +18 other locations
7282,Thermo Systems India,4.1,(155),Semiconductors,Hyderabad +26 other locations
7283,Delval Flow Controls,4.2,(155),Industrial Machinery,Pune +8 other locations
7284,Fair Exports,3.4,(155),Import & Export,New Delhi +23 other locations
7285,Suraksha Gold Industries Private Limited,4.3,(155),Building Material,New Delhi +29 other locations
7286,Tara Consultancy Services,2.7,(156),Chennai +16 other locations,N/A
7287,Franciscan Solutions,2.8,(154),IT Services & Consulting,Noida +21 other locations
7288,Airtel Business,3.6,(154),Telecom,Gurugram +44 other locations
7289,"PKF Sridhar & Santhanam LLP, Chartered Accountants",3.4,(154),Accounting & Auditing,Mumbai +7 other locations
7290,Deendayal Antyodaya Yojana-National Rural Livelihoods Mission,4.0,(154),Government,New Delhi +72 other locations
7291,MoreTasks,4.3,(154),IT Services & Consulting,Gurugram +2 other locations
7292,Volvo Construction Equipment,4.3,(154),Industrial Machinery,Bengaluru +27 other locations
7293,Tata Ficosa Automotive Systems,N/A,N/A,Auto Components,Pune +13 other locations
7294,Gopaljee Dairy Foods,4.4,(154),Food Processing,Noida +26 other locations
7295,Rinder India,4.0,(154),Automobile,Pune +8 other locations
7296,Agilent Technologies International,4.1,(154),Gurugram +7 other locations,N/A
7297,Rich Graviss Products,4.0,(154),FMCG,Pune +29 other locations
7298,Optimus Information,3.0,(154),IT Services & Consulting,Noida +6 other locations
7299,Cape East,3.4,(154),Industrial Machinery,Doha +12 other locations
7300,Corbus,3.5,(154),IT Services & Consulting,Noida +5 other locations
7301,Akrivia Automation,4.4,(154),IT Services & Consulting,Visakhapatnam +4 other locations
7302,Cape East,3.4,(154),Industrial Machinery,Doha +12 other locations
7303,Anchor Health and Beauty Care,4.0,(154),Beauty & Personal Care,Mumbai +40 other locations
7304,Durr India,3.4,(154),Industrial Automation,Chennai +7 other locations
7305,Jharkhand State Livelihood Promotion Society,3.6,(154),Government,Ranchi +31 other locations
7306,Isha Foundation,4.2,(154),Non-Profit,Coimbatore +15 other locations
7307,Eagleview,3.2,(154),Software Product,Bengaluru +4 other locations
7308,Executive Ship Management,4.0,(154),Ports & Shipping,Mumbai +15 other locations
7309,Altair Engineering,3.8,(154),IT Services & Consulting,Bengaluru +7 other locations
7310,SembCorp,3.9,(154),Power,Gurugram +29 other locations
7311,GIRDHARI LAL CONSTRUCTIONS,3.9,(154),Engineering & Construction,New Delhi +25 other locations
7312,Teach For India,3.6,(154),Non-Profit,New Delhi +13 other locations
7313,Brindavan Beverages,3.9,(154),Beverage,Bareilly +12 other locations
7314,RealEstateIndia.com,4.8,(154),Real Estate,New Delhi +3 other locations
7315,Volvo Construction Equipment,4.3,(154),Industrial Machinery,Bengaluru +27 other locations
7316,Theorem Incorporation,3.3,(154),Marketing & Advertising,Mysuru +6 other locations
7317,Deccan iServices,3.7,(154),Chennai +7 other locations,N/A
7318,Vibracoustic,3.6,(154),Automobile,Noida +10 other locations
7319,Isprava,3.2,(155),Real Estate,Mumbai +9 other locations
7320,Simpl,2.9,(154),Internet,Bengaluru +1 other locations
7321,Isha Foundation,4.2,(154),Non-Profit,Coimbatore +15 other locations
7322,Executive Ship Management,4.0,(154),Ports & Shipping,Mumbai +15 other locations
7323,GIRDHARI LAL CONSTRUCTIONS,3.9,(154),Engineering & Construction,New Delhi +25 other locations
7324,Altair Engineering,3.8,(154),IT Services & Consulting,Bengaluru +7 other locations
7325,Eagleview,3.2,(154),Software Product,Bengaluru +4 other locations
7326,Head Digital Works,4.3,(154),Gaming,Hyderabad +5 other locations
7327,Aurolab,3.9,(154),Medical Equipment,Madurai +30 other locations
7328,Brindavan Beverages,3.9,(154),Beverage,Bareilly +12 other locations
7329,Teach For India,3.6,(154),Non-Profit,New Delhi +13 other locations
7330,HelpAge India,4.0,(154),Non-Profit,New Delhi +55 other locations
7331,Kaseya Software,3.3,(154),Software Product,Bengaluru +4 other locations
7332,RealEstateIndia.com,4.8,(154),Real Estate,New Delhi +3 other locations
7333,Pioneer e Solutions,3.6,(155),IT Services & Consulting,New Delhi +37 other locations
7334,Advance Auto Parts,3.6,(154),Retail,Hyderabad +1 other locations
7335,Apicore Pharmaceuticals,3.7,(154),Pharma,Vadodara +9 other locations
7336,Axis Securities and Sales,3.5,(154),Mumbai +59 other locations,N/A
7337,Horizontal Integration,3.5,(154),IT Services & Consulting,Bengaluru +12 other locations
7338,Vasavi Group,3.8,(154),Real Estate,Hyderabad +5 other locations
7339,Shivalik Rasayan,3.5,(154),Agro Chemicals,Bharuch +14 other locations
7340,Vehant Technologies,3.9,(154),IT Services & Consulting,Noida +17 other locations
7341,Magma Housing Finance,4.5,(152),Financial Services,Kolkata +61 other locations
7342,Ayu Health Hospitals,3.6,(153),Healthcare,Bengaluru +8 other locations
7343,Lupin Diagnostics,4.0,(153),Medical Equipment,Mumbai +34 other locations
7344,Classcanyon,4.5,(153),Education & Training,Greater Noida +4 other locations
7345,Future Consumer,4.4,(153),FMCG,Mumbai +28 other locations
7346,Bill Forge,4.2,(153),Auto Components,Bengaluru +8 other locations
7347,SightSpectrum Technology Solutions,3.3,(153),IT Services & Consulting,Chennai +3 other locations
7348,Java R & D,2.8,(153),IT Services & Consulting,Bhopal +7 other locations
7349,Bhilai Iron And Steel Processing Company,4.0,(153),Iron & Steel,Bhilai Nagar +11 other locations
7350,Enova Facilities Management LLC,4.2,(153),Facility Management Services,Dubai +15 other locations
7351,Brickwork Ratings,3.4,(153),Financial Services,Bengaluru +22 other locations
7352,Chandan Healthcare,3.2,(153),Healthcare,Lucknow +15 other locations
7353,Sumeru Software Solutions,3.3,(153),IT Services & Consulting,Bengaluru +13 other locations
7354,Muvi,4.1,(153),Internet,Bhubaneswar +3 other locations
7355,DDB Mudra Group,3.6,(153),Marketing & Advertising,Mumbai +23 other locations
7356,ValGenesis,3.0,(153),Software Product,Chennai +5 other locations
7357,BlueBinaries Engineering and Solutions,2.6,(153),Software Product,Bengaluru +5 other locations
7358,Kirloskar Ebara Pumps,3.7,(153),Industrial Machinery,Pune +10 other locations
7359,FMI Automotive Components,4.0,(153),Auto Components,Gurugram +4 other locations
7360,Vega Industries,4.0,(153),Beauty & Personal Care,Noida +28 other locations
7361,ADINATH MOTORS,3.7,(153),New Delhi +82 other locations,N/A
7362,ZaranTech,3.2,(153),Education & Training,Bengaluru +13 other locations
7363,Linedata,2.9,(153),Internet,Mumbai +8 other locations
7364,Dedicated Freight Corridor Corporation Of India,4.1,(153),Government,New Delhi +35 other locations
7365,Ogilvy,3.5,(153),Marketing & Advertising,Mumbai +11 other locations
7366,Ritco Logistics,3.6,(153),Logistics,Gurugram +34 other locations
7367,Reliance Consumer Products,3.6,(154),Bengaluru +39 other locations,N/A
7368,Polestar Consulting,4.3,(153),IT Services & Consulting,Pune +17 other locations
7369,KHD Humboldt Wedag,4.3,(153),Industrial Machinery,New Delhi +6 other locations
7370,Unschool Learning,3.3,(153),EdTech,Hyderabad +7 other locations
7371,Kirtane & Pandit,3.5,(153),Accounting & Auditing,Pune +11 other locations
7372,Unicommerce Esolutions,3.0,(153),Software Product,Gurugram +8 other locations
7373,Scymes Services,3.4,(153),IT Services & Consulting,Mumbai +11 other locations
7374,Casepoint,3.3,(153),IT Services & Consulting,Surat +5 other locations
7375,Dr.SNS Rajalakshmi College Of Arts and Science,4.9,(153),Education & Training,Coimbatore +1 other locations
7376,Euronics Industries,3.7,(153),Building Material,Gurugram +18 other locations
7377,Sarvatra Technologies,4.3,(154),IT Services & Consulting,Pune +10 other locations
7378,BAIF Development Research Foundation,3.7,(153),Non-Profit,Pune +48 other locations
7379,SAGE Publications,3.2,(153),Media & Entertainment,New Delhi +7 other locations
7380,Thoucentric,3.7,(153),Management Consulting,Bengaluru +7 other locations
7381,Computer Generated Solutions,3.1,(153),IT Services & Consulting,Hyderabad +6 other locations
7382,Msc Cruises,4.3,(153),Ports & Shipping,Mumbai +11 other locations
7383,SAGE Publications,3.2,(153),Media & Entertainment,New Delhi +7 other locations
7384,BAIF Development Research Foundation,3.7,(153),Non-Profit,Pune +48 other locations
7385,MRI Software,3.2,(154),Software Product,Bengaluru +7 other locations
7386,Baxter Pharmaceuticals,4.2,(153),Pharma,Ahmedabad +8 other locations
7387,Polestar Consulting,4.3,(153),IT Services & Consulting,Pune +17 other locations
7388,Sun Flag Steel,3.5,(153),Iron & Steel,Bhandara +10 other locations
7389,Transcom India,2.4,(154),BPO,Gurugram +5 other locations
7390,Reliance Consumer Products,3.6,(154),Bengaluru +39 other locations,N/A
7391,Rabindranath Tagore International Institute of Cardiac Sciences,3.9,(153),Healthcare,Kolkata +8 other locations
7392,Tarento Technologies,3.7,(153),IT Services & Consulting,Bengaluru +5 other locations
7393,AKM Global,4.1,(153),Accounting & Auditing,Gurugram +12 other locations
7394,Community Health Center,4.3,(153),Healthcare,Lucknow +75 other locations
7395,eBIZ.com,2.6,(152),EdTech,Noida +23 other locations
7396,Arabian Fal,2.9,(152),Oil & Gas,Ras Tanura +16 other locations
7397,Damro Furniture,3.5,(152),Furniture & Furnishing,Bengaluru +29 other locations
7398,Alcatel-Lucent,4.3,(152),Telecom,Bengaluru +24 other locations
7399,SDP & Associates (Office),3.7,(152),Accounting & Auditing,Kolkata +6 other locations
7400,Alcatel-Lucent,4.3,(152),Telecom,Bengaluru +24 other locations
7401,University of Engineering and Management,4.4,(152),Education & Training,Kolkata +16 other locations
7402,BEO Software,4.2,(152),IT Services & Consulting,Kochi +3 other locations
7403,Damro Furniture,3.5,(152),Furniture & Furnishing,Bengaluru +29 other locations
7404,Elkayem Auto Ancillaries,3.4,(152),Industrial Machinery,Hosur +7 other locations
7405,Wipro Insurance Solutions,3.6,(152),Mumbai +11 other locations,N/A
7406,Hestabit Technologies,3.7,(152),IT Services & Consulting,Noida +5 other locations
7407,Dream Plast India,3.5,(152),Industrial Machinery,Pune +6 other locations
7408,Axis Mutual Fund,3.8,(152),Financial Services,Mumbai +43 other locations
7409,Safeducate,4.1,(152),Education & Training,New Delhi +31 other locations
7410,Geodis Overseas,3.4,(152),Logistics,Chennai +14 other locations
7411,Junomoneta Finsol,2.7,(152),Investment Banking / Venture Capital / Private Equity,Rajkot +10 other locations
7412,Mcpi,4.3,(152),Chemicals,Haldia +5 other locations
7413,Planit Testing India,3.3,(152),IT Services & Consulting,Hyderabad +5 other locations
7414,Virtuoso,3.5,(152),Industrial Automation,Pune +5 other locations
7415,Norwin Technologies,3.9,(152),IT Services & Consulting,Bengaluru +5 other locations
7416,CBTS TECHNOLOGY SOLUTIONS INDIA LLP,3.8,(152),IT Services & Consulting,Chennai +4 other locations
7417,Toll Group,4.0,(152),Logistics,Pune +18 other locations
7418,Polaris,3.9,(153),Automobile,Bengaluru +15 other locations
7419,Pioneer Wincon,4.3,(152),Power,Chennai +17 other locations
7420,NetProphets Cyberworks,3.4,(153),IT Services & Consulting,Noida +14 other locations
7421,ARK Infosolutions,3.8,(152),IT Services & Consulting,Noida +13 other locations
7422,Abryl Laboratories Manufacturing Unit,3.7,(152),Pharma,Chandigarh +9 other locations
7423,Liebherr,3.8,(152),Industrial Machinery,Mumbai +27 other locations
7424,Brigosha Technologies,2.1,(152),IT Services & Consulting,Bengaluru +3 other locations
7425,Systech Solutions,3.6,(152),Analytics & KPO,Chennai +9 other locations
7426,Costa Coffee,3.7,(152),Beverage,New Delhi +28 other locations
7427,Premier Irrigation Adritec,3.8,(152),Agriculture,Kolkata +30 other locations
7428,OakNorth,2.9,(152),Banking,Gurugram +5 other locations
7429,SanDisk India Device Design Centre,3.8,(153),Hardware & Networking,Bengaluru +9 other locations
7430,Dexian India Technologies,3.5,(154),IT Services & Consulting,Chennai +8 other locations
7431,Meenakshi Mission Hospital & Research Centre,4.1,(152),Healthcare,Madurai +12 other locations
7432,Creativelipi Webtech,2.8,(152),IT Services & Consulting,Noida +7 other locations
7433,Icomm Tele,4.0,(152),Telecom,Hyderabad +15 other locations
7434,Dr D Y Patil Medical College,4.1,(152),Healthcare,Pune +7 other locations
7435,Kearney,3.1,(152),Management Consulting,Gurugram +8 other locations
7436,Alcove Realty,3.9,(152),Real Estate,Kolkata +5 other locations
7437,Milliman,3.2,(152),Management Consulting,Gurugram +4 other locations
7438,Ocl Iron & Steel,3.6,(152),Iron & Steel,Rourkela +16 other locations
7439,P.N. International,4.0,(151),Import & Export,Lucknow +8 other locations
7440,Log 9 Materials Scientific,3.3,(151),Emerging Technologies,Bengaluru +10 other locations
7441,Concorde Motors,3.8,(151),Automobile,Bengaluru +12 other locations
7442,HomeShop18,4.0,(151),Internet,Noida +14 other locations
7443,Shri Mahant Indiresh Hospital,3.3,(151),Healthcare,Dehradun +7 other locations
7444,Million Minds Management Services,3.5,(151),Recruitment,New Delhi +39 other locations
7445,Magnum Group,3.2,(151),BPO,Bhopal +11 other locations
7446,Veeraraghavan & Company,2.9,(151),Accounting & Auditing,Mumbai +22 other locations
7447,Shine,2.8,(151),Internet,Gurugram +23 other locations
7448,Swastik Infralogics Private Limited,3.8,(151),Engineering & Construction,Mumbai +23 other locations
7449,Nium,3.3,(151),FinTech,Mumbai +11 other locations
7450,CapGrid Solutions,3.8,(151),Internet,Gurugram +16 other locations
7451,Uttam Strips,3.5,(151),Iron & Steel,Bhiwadi +10 other locations
7452,Global Trade Plaza,4.8,(151),Internet,Kanpur +4 other locations
7453,CignaTTk Health Insurance,4.0,(151),Insurance,Mumbai +42 other locations
7454,Jhajharia Nirman Limited,4.2,(151),Engineering & Construction,Bilaspur +34 other locations
7455,Shri Kshetra Dharmasthala Rural Development Project,4.0,(151),Bengaluru +49 other locations,N/A
7456,Intelux Electronics,4.1,(151),Electronics Manufacturing,Pune +13 other locations
7457,SAI Consulting Engineers,4.3,(151),Engineering & Construction,Ahmedabad +33 other locations
7458,Casino Air Caterers & Flight Services,4.1,(151),Facility Management Services,Kochi +19 other locations
7459,SP Apparels,4.0,(151),Fashion & Textile,Coimbatore +19 other locations
7460,Frost & Sullivan,3.0,(151),Management Consulting,Chennai +8 other locations
7461,Infoblox,3.8,(151),IT Services & Consulting,Bengaluru +6 other locations
7462,Dozco,4.0,(151),Industrial Machinery,Visakhapatnam +29 other locations
7463,ETP International,3.0,(151),Power,Mumbai +4 other locations
7464,The Calcutta Medical Research Institute,3.9,(151),Healthcare,Kolkata +5 other locations
7465,ARDEE INDUSTRIES LIMITED,4.1,(151),Metals & Mining,New Delhi +12 other locations
7466,Shilpa Biologicals,2.8,(151),Dharwad +10 other locations,N/A
7467,Amp Motors,3.9,(151),Automobile,Gurugram +13 other locations
7468,TQ Cert Services,3.8,(152),Hyderabad +36 other locations,N/A
7469,Pacific Global Solutions,3.2,(152),Ahmedabad +5 other locations,N/A
7470,BDG Metal & Power,3.8,(151),Iron & Steel,Durgapur +6 other locations
7471,Xcaliber Infotech,3.1,(151),IT Services & Consulting,Pune +4 other locations
7472,Advaith Motors,4.2,(151),Automobile,Bengaluru +11 other locations
7473,PerkinElmer,4.2,(151),Pharma,Mumbai +18 other locations
7474,Rajasthan Aushdhalaya,3.5,(151),Pharma,Mumbai +25 other locations
7475,Specsmakers Opticians,3.6,(151),Retail,Chennai +19 other locations
7476,Pace Power Systems,3.5,(151),Electrical Equipment,Bengaluru +39 other locations
7477,Batra Hospital,3.7,(151),Healthcare,New Delhi +7 other locations
7478,Astute Corporate Services,3.1,(151),Other,Pune +24 other locations
7479,Hindustan Colas,3.4,(151),Engineering & Construction,Mumbai +17 other locations
7480,Alice Blue Commodities,2.9,(151),FinTech,Bengaluru +21 other locations
7481,Hykon,4.4,(151),Electronics Manufacturing,Thrissur +14 other locations
7482,Tekskills,3.7,(151),IT Services & Consulting,Hyderabad +12 other locations
7483,HexaView Technologies,3.3,(151),IT Services & Consulting,Noida +5 other locations
7484,Outbooks Outsourcing,3.7,(151),Accounting & Auditing,New Delhi +9 other locations
7485,Mobase,3.6,(151),Auto Components,Noida +10 other locations
7486,Sun King,3.6,(152),Electronics Manufacturing,Mumbai +33 other locations
7487,Accentuate Technology,4.0,(151),IT Services & Consulting,Bengaluru +12 other locations
7488,Arundhati Jewellers,3.6,(151),Jewellery,Bhubaneswar +10 other locations
7489,ETV Bharat,4.0,(150),Broadcasting,Hyderabad +6 other locations
7490,Great White Global,3.9,(150),Electrical Equipment,Mumbai +30 other locations
7491,Agility E Services,3.7,(151),IT Services & Consulting,Hyderabad +2 other locations
7492,Ambrane India,4.6,(151),Consumer Electronics & Appliances,New Delhi +10 other locations
7493,Oerlikon Graziano Transmission,4.3,(150),Industrial Machinery,Ahmedabad +12 other locations
7494,Dr. Amin Controllers,3.8,(150),Engineering & Construction,Mumbai +26 other locations
7495,IndiaLends,3.3,(150),Financial Services,Gurugram +4 other locations
7496,Progility Technologies,3.5,(150),IT Services & Consulting,Mumbai +25 other locations
7497,Spinco Biotech,3.5,(150),Biotechnology,Chennai +17 other locations
7498,Altigreen Propulsion Labs,3.5,(150),Electronics Manufacturing,Bengaluru +17 other locations
7499,SysArc Infomatix,3.5,(150),FinTech,Chennai +5 other locations
7500,Best Koki Automotive,3.4,(150),Auto Components,Gurugram +11 other locations
7501,SysArc Infomatix,3.5,(150),FinTech,Chennai +5 other locations
7502,DIC India,3.7,(150),Chemicals,Noida +15 other locations
7503,Suwasthi,2.4,(150),Beauty & Personal Care,Noida +5 other locations
7504,DRYCHEM SOLUTIONS,4.0,(150),Building Material,Mumbai +18 other locations
7505,ResearchAyu,4.1,(150),Healthcare,Navi Mumbai +6 other locations
7506,J&F,3.6,(150),Engineering & Construction,Chennai +5 other locations
7507,Sohan Lal Commodity Management,3.8,(150),Logistics,New Delhi +31 other locations
7508,Ambrane India,4.6,(151),Consumer Electronics & Appliances,New Delhi +10 other locations
7509,Bimbo Bakeries India,3.6,(150),FMCG,New Delhi +19 other locations
7510,Aditya Birla Chemicals,3.7,(150),Chemicals,Bharuch +20 other locations
7511,CARS24 Financial Services,3.3,(150),Gurugram +27 other locations,N/A
7512,Takahata Precision,4.1,(151),Auto Components,Neemrana +5 other locations
7513,MRL Tyres,3.5,(150),Auto Components,New Delhi +17 other locations
7514,SAP-Concur,4.1,(150),Software Product,Bengaluru +5 other locations
7515,Poct Services,3.9,(150),Medical Equipment,Lucknow +37 other locations
7516,Louis Dreyfus Company,4.1,(150),Agriculture,Gurugram +19 other locations
7517,Shri Ram Finance Corporation,3.0,(150),Financial Services,Raipur +57 other locations
7518,Nxtra Data,4.1,(150),IT Services & Consulting,Pune +13 other locations
7519,Paperpedia,1.9,(150),EdTech,Kolkata +7 other locations
7520,IMMCO,3.2,(150),Kochi +9 other locations,N/A
7521,Acies,4.0,(150),Software Product,Mumbai +5 other locations
7522,SunTec Business Solutions,3.0,(150),IT Services & Consulting,Thiruvananthapuram +10 other locations
7523,Surya Food & Agro Limited,3.0,(150),Food Processing,Noida +34 other locations
7524,Takenaka,4.2,(150),Architecture & Interior Design,Gurugram +17 other locations
